recno,ACO,RAB1950,DEB1950,Field,Xcen,Ycen,Atype,BMtype,Count,u_Count,m1,u_m1,m3,u_m3,m10,u_m10,Prev,Xpos,Ypos,GLON,GLAT,z,u_z,Rich,Dclass,m10A,NF_1,Obs_1,NF_2,Obs_2,NF_3,Obs_3,_RA_icrs,_DE_icrs
672,3384,93.02499999999999,-17.949999999999996,"F556",-77,113,"IR ","I",43, ,18.4,:,18.8, ,19.3, ," ",241,277,225.23,-16.09,, ,0,5,17.1,1,O,1,C,, ,93.57548333333332,-17.96601611111111
611,3323,77.35,-29.049999999999997,"F423",-149,51,"R  ","I",42, ,13.6, ,15.4, ,16.1, ," ",313,215,231.27,-33.38,, ,0,4,16.2,1,O,, ,, ,77.83972277777777,-28.99016694444444
627,3339,80.69999999999999,-27.049999999999997,"F487",-90,-109,"R  ","III",55, ,18.8, ,19.2, ,19.6, ," ",254,55,230.0,-29.98,, ,1,6,17.3,1,C,, ,, ,81.20030777777777,-27.00618694444444
606,3318,76.67499999999998,-28.48333333333333,"F422",87,81,"RI:","II-III",74, ,17.6, ,17.9, ,18.6, ," ",77,245,230.43,-33.8,, ,1,5,17.2,1,C,, ,, ,77.16862222222221,-28.420310277777773
607,3319,76.74999999999999,-25.099999999999998,"F486",-13,-5,"I  ","III",55, ,17.6, ,17.7, ,18.6, ," ",177,159,226.57,-32.77,, ,1,5,17.2,1,C,, ,, ,77.26367583333332,-25.037381388888885
588,3300,74.475,-24.73333333333333,"F486",-125,14,"RI:","II-III:",55, ,17.6,:,18.0, ,18.8, ," ",289,178,225.41,-34.63,, ,1,5,17.2,2,C,, ,, ,74.99205833333332,-24.660002222222218
653,3365,86.52499999999999,-21.949999999999996,"F554",116,-104,"IR ","II",68, ,15.5, ,16.0, ,16.6, ," ",48,60,226.62,-23.28,, ,1,5,16.6,3,O,, ,, ,87.05358694444443,-21.934391111111108
646,3358,84.02499999999999,-20.65,"F554",-3,-34,"RI ","II",86, ,15.1, ,16.1, ,17.2, ," ",167,130,224.36,-24.97,, ,2,5,17.0,1,O,, ,, ,84.56124277777776,-20.62229861111111
576,3288,70.675,-18.116666666666664,"F551",122,101,"I  ","III",48, ,15.9, ,16.9, ,18.0, ," ",42,265,216.33,-35.8,, ,0,5,17.2,1,O,, ,, ,71.22971194444443,-18.02578583333333
663,3375,89.67499999999998,-18.966666666666665,"F555",19,57,"IR ","II-III",145, ,18.1, ,18.8, ,19.3, ," ",145,221,224.87,-19.41,, ,3,5,17.2,1,O,, ,, ,90.21988722222221,-18.96639805555555
659,3371,88.49999999999999,-18.316666666666663,"F555",-40,92,"I  ","III",123, ,18.6, ,18.9, ,19.2, ," ",204,256,223.76,-20.18,, ,2,5,17.2,1,O,, ,, ,89.0484422222222,-18.31069722222222
661,3373,88.6,-18.15,"F555",-35,101,"RI ","III",151, ,18.1, ,18.7, ,19.3, ," ",199,265,223.64,-20.03,, ,3,5,17.2,1,O,, ,, ,89.14933527777777,-18.14451861111111
793,3505,181.52499999999998,-34.166666666666664,"F379",63,46,"RI ","I-II",53, ,14.7, ,15.4, ,16.0, ," ",101,210,293.0,27.6,, ,1,4,16.3,1,O,, ,, ,182.17177444444442,-34.4449725
779,3491,176.64999999999998,-36.24999999999999,"F378",112,-68,"I  ","II",42, ,16.6, ,17.3, ,18.4, ," ",52,96,289.2,24.68,, ,0,6,17.4,1,O,, ,, ,177.2797736111111,-36.52806222222222
778,3490,175.7,-34.166666666666664,"F378",73,45,"R  ","I",91, ,15.1, ,16.0, ,16.4, ," ",91,209,287.74,26.47,, ,2,5,16.7,1,O,, ,, ,176.3274308333333,-34.44444277777777
792,3504,181.49999999999997,-32.99999999999999,"F379",63,108,"RI ","I-II",35, ,16.5, ,16.8, ,18.1, ," ",101,272,292.73,28.74,, ,0,6,17.5,1,O,, ,, ,182.14643055555553,-33.27830805555555
780,3492,178.45,-33.23333333333333,"F379",-74,96,"RI ","I-II",31, ,14.3,:,16.0, ,17.3, ," ",238,260,289.95,27.97,, ,0,6,17.3,1,O,, ,, ,179.08669999999998,-33.511717777777775
782,3494,178.64999999999998,-31.88333333333333,"F440",16,-100,"IR ","I-II",40, ,15.9, ,16.8, ,17.7, ," ",148,64,289.77,29.32,, ,0,6,17.4,1,O,, ,, ,179.2875086111111,-32.16173527777777
785,3497,179.37499999999997,-31.116666666666664,"F440",50,-59,"RI ","I-II",40, ,14.7, ,15.3, ,16.0, ," ",114,105,290.26,30.21,, ,0,4,16.4,1,O,, ,, ,180.01474416666665,-31.395108611111105
797,3509,183.42499999999998,-32.98333333333333,"F379",150,106,"IR ","II",43, ,15.0,:,15.8, ,16.5, ,"BQ",14,270,294.54,29.04,, ,0,5,16.9,2,O,, ,, ,184.07753555555553,-33.26118611111111
796,3508,183.29999999999998,-32.73333333333333,"F441",-36,-145,"I  ","II",35, ,16.0, ,16.8, ,17.7, ," ",200,19,294.38,29.27,, ,0,6,17.4,1,O,, ,, ,183.95202999999998,-33.01122472222222
798,3510,183.92499999999998,-30.149999999999995,"F441",-8,-6,"I  ","I-II",41, ,16.6, ,17.4, ,18.1, ,"Q",172,158,294.53,31.9,, ,0,6,17.5,1,O,, ,, ,184.57770777777776,-30.427679166666664
788,3500,180.09999999999997,-29.866666666666664,"F440",83,8,"RI ","I-II",36,:,14.5, ,15.4, ,16.7, ," ",81,172,290.64,31.57,, ,0,5,17.1,1,O,, ,, ,180.74182666666664,-30.145103333333328
791,3503,180.39999999999998,-28.899999999999995,"F440",99,59,"IR ","II-III",72,:,16.8, ,17.5, ,18.5, ," ",65,223,290.69,32.57,, ,1,6,17.5,1,O,, ,, ,181.0425922222222,-29.17842083333333
794,3506,182.575,-28.38333333333333,"F441",-71,88,"I  ","I-II",46, ,16.0, ,17.4, ,18.0, ," ",235,252,292.8,33.45,, ,0,6,17.5,1,O,, ,, ,183.22330305555553,-28.66141944444444
804,3516,185.44999999999996,-25.499999999999996,"F506",-77,-26,"I  ","II-III",35, ,16.1, ,17.3, ,18.0, ," ",241,138,295.35,36.7,, ,0,6,17.5,1,O,, ,, ,186.1041061111111,-25.777024166666664
802,3514,185.04999999999998,-25.249999999999996,"F506",-96,-12,"I  ","III",59, ,16.7, ,16.9, ,18.1, ," ",260,152,294.86,36.9,, ,1,6,17.5,1,O,, ,, ,185.7030358333333,-25.527212777777773
777,3489,174.59999999999997,-30.949999999999996,"F439",95,-53,"I  ","II-III",34, ,15.5, ,16.2, ,17.3, ,"B",69,111,285.67,29.27,, ,0,6,17.4,1,O,, ,, ,175.22574999999998,-31.227348055555552
773,3485,171.17499999999998,-31.199999999999996,"F439",-63,-65,"RI ","II-III",43, ,18.0, ,18.8, ,19.5, ," ",227,99,282.61,28.05,, ,0,6,17.5,1,O,, ,, ,171.79052111111108,-31.475373888888885
775,3487,172.37499999999997,-30.91666666666666,"F439",-8,-49,"I: ","II-III",45, ,16.8, ,17.4, ,18.5, ," ",172,115,283.59,28.68,, ,0,6,17.5,1,O,, ,, ,172.9942847222222,-31.19284472222222
768,3480,169.64999999999998,-30.93333333333333,"F438",129,-49,"I: ","I-II",62, ,16.6,:,17.6, ,19.0, ," ",35,115,281.13,27.81,, ,1,6,17.4,1,C,, ,, ,170.26136888888885,-31.207509722222216
776,3488,174.54999999999998,-27.48333333333333,"F504",-73,-130,"R  ","I",41, ,15.4, ,17.2, ,17.5, ," ",237,34,284.35,32.54,, ,0,6,17.4,1,O,, ,, ,175.17759388888885,-27.760655277777772
783,3495,179.075,-28.749999999999996,"F440",36,68,"IR ","III",79,:,16.4, ,16.8, ,17.5, ," ",128,232,289.31,32.45,, ,1,6,17.4,1,O,, ,, ,179.71402055555552,-29.02842694444444
789,3501,180.22499999999997,-28.349999999999998,"F440",91,89,"IR ","II-III",42, ,15.5, ,16.1, ,16.8, ," ",73,253,290.37,33.07,, ,0,5,17.2,1,O,, ,, ,180.8670861111111,-28.62842944444444
786,3498,179.825,-28.399999999999995,"F440",72,86,"I  ","III",66, ,16.6, ,16.8, ,17.5, ," ",92,250,289.97,32.94,, ,1,6,17.4,1,O,, ,, ,180.46602999999996,-28.678441111111105
790,3502,180.39999999999998,-27.96666666666666,"F440",100,109,"R  ","I-II",77, ,17.7, ,17.9, ,18.5,:," ",64,273,290.45,33.48,, ,1,6,17.5,2,O,, ,, ,181.0425183333333,-28.245086111111107
787,3499,180.075,-27.616666666666664,"F440",85,128,"R  ","II-III",104, ,16.8, ,17.3, ,18.0, ," ",79,292,290.02,33.76,, ,2,6,17.5,1,O,, ,, ,180.71665805555554,-27.89510083333333
795,3507,182.59999999999997,-25.799999999999997,"F505",50,-40,"R  ","I",75,:,15.4, ,16.0, ,17.4, ," ",114,124,292.26,35.99,, ,1,6,17.4,1,O,, ,, ,183.2475583333333,-26.07807611111111
781,3493,178.62499999999997,-22.666666666666664,"F504",127,127,"I  ","I-II",59, ,16.9, ,17.4, ,18.4, ," ",37,291,286.94,38.23,, ,1,6,17.5,1,O,, ,, ,179.2634872222222,-22.945052499999996
784,3496,179.325,-22.766666666666662,"F505",-110,121,"I  ","III",49,:,17.4,:,17.9, ,18.8, ," ",274,285,287.77,38.3,, ,0,6,17.5,1,O,1,C,, ,179.96491638888887,-23.04509472222222
829,3541,195.24999999999997,-23.98333333333333,"F508",-135,54,"IR ","II-III",50, ,15.4, ,16.5, ,18.0, ," ",299,218,306.51,38.54,, ,1,6,17.5,1,O,, ,, ,195.9241647222222,-24.251530277777775
808,3520,188.04999999999998,-24.266666666666662,"F506",50,41,"IR ","II-III",77, ,17.0, ,17.3, ,18.0, ," ",114,205,298.14,38.17,, ,1,6,17.5,1,C,, ,, ,188.70906888888885,-24.54213083333333
813,3525,191.27499999999998,-21.249999999999996,"F574",111,-67,"R  ","II-III",32, ,16.7, ,18.0, ,19.2, ," ",53,97,301.8,41.34,, ,0,6,17.6,2,O,, ,, ,191.93760194444442,-21.522739166666664
831,3543,196.67499999999998,-23.249999999999996,"F508",-66,95,"I  ","III",47, ,16.8, ,17.3, ,18.6, ," ",230,259,308.25,39.17,, ,0,6,17.5,1,O,, ,, ,197.35089805555552,-23.516251111111107
838,3550,198.69999999999996,-21.999999999999996,"F576",-41,-107,"I  ","II-III",52, ,15.9, ,16.1, ,18.6, ," ",205,57,310.85,40.21,, ,1,6,17.5,1,O,, ,, ,199.3776158333333,-22.263203055555554
826,3538,194.59999999999997,-21.349999999999998,"F575",14,-71,"I  ","II-III",89, ,16.9, ,17.2, ,18.7, ," ",150,93,305.92,41.2,, ,2,6,17.5,1,O,, ,, ,195.26891305555552,-21.619027499999998
821,3533,193.74999999999997,-21.15,"F575",-27,-60,"I  ","II-III",44, ,16.1, ,18.1, ,19.1, ," ",191,104,304.87,41.43,, ,0,6,17.6,1,O,, ,, ,194.41706388888886,-21.420063055555552
824,3536,194.37499999999997,-18.466666666666665,"F575",4,84,"I  ","II:",40, ,17.1, ,18.6, ,19.0, ," ",160,248,305.81,44.09,, ,0,6,17.6,2,O,, ,, ,195.0394608333333,-18.73597194444444
822,3534,193.77499999999998,-18.68333333333333,"F575",-26,72,"I  ","II-III",31, ,16.4, ,16.8, ,18.0, ," ",190,236,305.01,43.89,, ,0,6,17.5,1,O,, ,, ,194.43879555555552,-18.95336472222222
817,3529,193.17499999999998,-17.88333333333333,"F575",-57,116,"IR ","II-III",43, ,16.1, ,16.8, ,18.0, ," ",221,280,304.25,44.71,, ,0,6,17.5,1,O,, ,, ,193.83681999999996,-18.154060555555553
827,3539,195.09999999999997,-17.516666666666666,"F575",41,135,"IR ","I-II",32, ,15.4, ,17.3, ,18.0, ," ",123,299,306.85,45.0,, ,0,6,17.5,1,O,, ,, ,195.76424611111108,-17.78505472222222
800,3512,184.77499999999998,-21.299999999999997,"F573",51,-69,"R  ","II-III?",56, ,17.7, ,18.1, ,19.6, ," ",113,95,293.8,40.77,, ,1,6,17.6,1,C,, ,, ,185.4253736111111,-21.577329166666665
810,3522,189.09999999999997,-19.216666666666665,"F574",3,43,"IR ","II-III",32, ,16.6, ,18.0, ,18.5, ," ",161,207,298.92,43.28,, ,0,6,17.5,1,O,, ,, ,189.75668249999998,-19.491334166666665
806,3518,187.42499999999998,-18.999999999999996,"F574",-82,54,"I  ","III",49, ,16.8, ,17.3, ,18.5, ," ",246,218,296.73,43.37,, ,0,6,17.5,1,O,, ,, ,188.07869138888887,-19.275883888888885
805,3517,187.29999999999998,-17.566666666666663,"F574",-89,131,"I  ","III",57, ,16.9, ,17.4, ,18.5, ," ",253,295,296.35,44.78,, ,1,6,17.5,1,O,, ,, ,187.9524544444444,-17.84262972222222
809,3521,188.47499999999997,-17.299999999999997,"F574",-29,146,"I  ","III",39, ,18.0, ,18.1, ,19.0, ," ",193,310,297.89,45.15,, ,0,6,17.5,1,O,, ,, ,189.12904305555554,-17.575146388888886
811,3523,189.14999999999998,-17.266666666666666,"F574",5,147,"I  ","III",41, ,15.9, ,18.0, ,18.9, ," ",159,311,298.8,45.23,, ,0,6,17.5,1,O,, ,, ,189.80503277777774,-17.541291666666663
767,3479,169.12499999999997,-27.149999999999995,"F503",-67,-114,"R  ","II",54,:,17.9, ,18.6, ,19.6, ," ",231,50,278.92,31.1,, ,1,6,17.6,1,O,1,C,, ,169.7392875,-27.42371583333333
752,3464,166.29999999999998,-27.033333333333328,"F438",-26,62,"I  ","III",48, ,17.6, ,18.0, ,19.0, ," ",190,226,276.22,30.13,, ,0,6,17.5,1,C,, ,, ,166.90751666666665,-27.304195277777772
766,3478,168.99999999999997,-25.08333333333333,"F503",-75,-3,"IR ","II",32, ,16.0, ,16.8, ,18.1, ," ",239,161,277.8,32.94,, ,0,6,17.5,1,O,, ,, ,169.61629944444442,-25.356934999999996
772,3484,170.99999999999997,-22.13333333333333,"F503",23,155,"IR ","I-II",63, ,16.6, ,17.4, ,18.9, ," ",141,319,278.36,36.38,, ,1,6,17.5,1,O,, ,, ,171.62340777777774,-22.408569722222218
771,3483,170.37499999999997,-20.65,"F570",117,-35,"R  ","III",70, ,18.0, ,18.2, ,19.0, ," ",47,129,276.94,37.49,, ,1,6,17.5,2,C,, ,, ,170.9985272222222,-20.924758888888885
765,3477,168.99999999999997,-19.616666666666664,"F570",48,21,"I  ","II:",65, ,16.6,:,17.6, ,18.4, ," ",116,185,274.91,37.87,, ,1,6,17.5,1,C,, ,, ,169.62208499999997,-19.890262777777775
745,3457,163.04999999999998,-23.38333333333333,"F502",-99,88,"R  ","I-II",48, ,18.0, ,18.6, ,19.3, ," ",263,252,271.17,31.92,, ,0,6,17.6,1,O,, ,, ,163.6559111111111,-23.650095555555552
753,3465,166.39999999999998,-19.4,"F570",-82,32,"I  ","III",60, ,18.1, ,18.4, ,18.9, ," ",246,196,272.05,36.92,, ,1,6,17.5,1,C,, ,, ,167.01791444444441,-19.670968888888886
758,3470,167.17499999999998,-18.516666666666666,"F570",-45,81,"I  ","III?",65, ,18.2, ,18.6, ,19.3, ," ",209,245,272.32,38.05,, ,1,6,17.6,1,C,, ,, ,167.79526138888886,-18.788476666666664
587,3299,74.42499999999998,-88.85,"F001",-62,-14,"I  ","II",39, ,15.9, ,17.1, ,18.0, ," ",226,150,301.86,-27.93,, ,0,5,17.2,1,O,, ,, ,62.67979694444443,-88.74755222222221
621,3333,78.99999999999999,-86.76666666666665,"F004",16,-95,"IR ","II",32, ,17.3, ,18.2, ,19.4, ," ",148,69,299.62,-28.64,, ,0,6,17.3,1,O,, ,, ,74.88343777777777,-86.70366972222222
45,2757,3.9499999999999993,-88.44999999999999,"F001",-10,-81,"I  ","III",40, ,16.4, ,16.8, ,18.1, ," ",174,83,303.26,-28.93,, ,0,5,17.2,1,O,, ,, ,3.941350833333333,-88.17215638888888
325,3037,38.99999999999999,-86.06666666666665,"F003",10,-58,"I  ","II:",30, ,16.0, ,16.8, ,18.2, ," ",154,106,300.95,-30.9,, ,0,5,17.2,2,O,, ,, ,37.20914638888888,-85.84745972222221
354,3066,43.199999999999996,-79.26666666666665,"F014",-19,41,"I  ","III",44, ,17.8, ,18.0, ,19.1, ," ",183,205,296.17,-36.44,, ,0,6,17.3,1,O,, ,, ,42.84790527777777,-79.06304555555555
508,3220,61.54999999999999,-78.81666666666665,"F015",-62,62,"I  ","III",53, ,16.5, ,16.8, ,18.0, ," ",226,226,292.75,-34.32,, ,1,5,17.2,1,O,, ,, ,60.96312722222221,-78.6827161111111
494,3206,60.099999999999994,-79.06666666666665,"F015",-76,47,"IR ","II",32, ,16.5, ,17.3, ,18.0, ," ",240,211,293.2,-34.39,, ,0,5,17.2,1,O,, ,, ,59.50276666666666,-78.92655805555555
474,3186,58.27499999999999,-74.14999999999999,"F032",-117,41,"IR ","I-II",62, ,16.8, ,16.9, ,18.3, ,"BDQ",281,205,288.63,-37.67,, ,1,5,17.2,2,O,, ,, ,58.08622527777777,-74.00314472222222
81,2793,8.499999999999998,-82.86666666666666,"F002",58,111,"I  ","II-III",30, ,15.6, ,16.3, ,17.6, ,"Q",106,275,303.57,-34.52,, ,0,5,17.1,2,O,, ,, ,8.812288888888888,-82.59133694444444
15,2727,1.2749999999999997,-82.28333333333332,"F002",9,146,"RI ","I-II",68, ,14.7,:,18.0, ,19.1, ," ",155,310,304.8,-34.96,, ,1,6,17.3,1,O,, ,, ,1.8605752777777775,-82.00493916666666
125,2837,12.899999999999999,-80.53333333333332,"F013",-86,-34,"IR ","I-II",47, ,16.7, ,17.3, ,18.0, ," ",250,130,302.87,-36.87,, ,0,5,17.2,1,O,, ,, ,13.169489166666665,-80.26200583333332
245,2957,29.049999999999997,-79.51666666666665,"F013",63,22,"IR ","I",40, ,15.7, ,17.5, ,18.0, ," ",101,186,299.21,-37.38,, ,0,5,17.2,2,O,, ,, ,28.969413888888884,-79.2730961111111
241,2953,28.049999999999997,-78.91666666666666,"F013",56,55,"R: ","I-II",57, ,16.0, ,16.8, ,17.8, ," ",108,219,299.2,-38.01,, ,1,5,17.1,1,O,, ,, ,28.029932222222218,-78.67084638888888
405,3117,49.79999999999999,-72.14999999999999,"F054",-41,-114,"IR ","II",32, ,15.9, ,16.7, ,18.0, ,"D",205,50,288.71,-40.83,, ,0,5,17.2,2,O,, ,, ,49.78375222222221,-71.97019527777776
424,3136,53.099999999999994,-71.99999999999999,"F054",14,-106,"R  ","II",68, ,16.0, ,16.7, ,17.9, ,"BDQ",150,58,287.67,-40.18,0.1203, ,1,5,17.2,2,O,, ,, ,53.05882638888888,-71.83268749999999
431,3143,53.824999999999996,-71.63333333333333,"F054",26,-86,"IR ","I-II",32, ,15.3, ,17.3, ,18.1, ," ",138,78,287.11,-40.24,, ,0,6,17.3,1,O,, ,, ,53.79194694444444,-71.46886749999999
409,3121,50.099999999999994,-70.66666666666666,"F054",-38,-34,"IR ","II",38, ,15.4, ,16.6, ,18.0, ,"D",202,130,287.2,-41.78,, ,0,6,17.3,1,O,, ,, ,50.13459361111111,-70.48807388888888
391,3103,48.12499999999999,-69.38333333333333,"F054",-77,33,"I  ","II-III",30, ,15.4,?,16.8, ,18.0, ," ",241,197,286.58,-43.16,, ,0,6,17.3,1,O,, ,, ,48.21677805555555,-69.19758611111111
582,3294,72.82499999999999,-62.816666666666656,"F119",-80,-152,"I: ","III:",63, ,17.1,:,17.5, ,18.0, ,"BD",244,12,272.91,-37.49,, ,1,5,17.2,2,C,, ,, ,72.94828888888888,-62.73469805555555
443,3155,55.074999999999996,-70.24999999999999,"F054",51,-13,"I  ","I-II",33, ,15.4, ,16.8, ,18.1, ," ",113,151,285.35,-40.78,, ,0,6,17.3,1,O,, ,, ,55.08243999999999,-70.09055749999999
437,3149,54.224999999999994,-69.74999999999999,"F054",37,15,"I  ","III",31, ,17.4, ,18.2, ,19.3, ," ",127,179,285.06,-41.32,, ,0,6,17.4,1,O,, ,, ,54.25576444444444,-69.58723416666666
507,3219,61.39999999999999,-65.73333333333332,"F084",-104,-40,"R  ","II-III",62, ,17.4, ,17.9, ,18.7, ,"D",268,124,278.62,-41.16,, ,1,6,17.3,1,C,1,O,, ,61.49970305555555,-65.60021583333332
504,3216,60.92499999999999,-65.35,"F084",-116,-22,"RI:","II-III",92, ,17.0, ,17.4, ,18.0, ,"BD",280,142,278.28,-41.51,, ,2,6,17.3,1,C,1,O,, ,61.03661222222221,-65.21488472222221
407,3119,49.87499999999999,-68.26666666666665,"F054",-46,94,"IR ","II-III",41, ,15.8, ,17.3, ,18.0, ," ",210,258,284.86,-43.46,, ,0,6,17.3,1,O,, ,, ,49.983461388888884,-68.08737472222221
380,3092,46.824999999999996,-65.76666666666665,"F082",60,-41,"IR ","II",40, ,17.1, ,17.4, ,18.0, ,"D",104,123,283.41,-46.03,, ,0,6,17.3,1,O,, ,, ,47.0157586111111,-65.5764375
435,3147,54.099999999999994,-62.74999999999999,"F083",-23,122,"I  ","I-II",47, ,17.3, ,18.0, ,19.2, ," ",187,286,277.22,-45.39,, ,0,6,17.4,1,O,, ,, ,54.303614722222214,-62.58708555555555
536,3248,65.14999999999999,-65.16666666666666,"F084",-23,-7,"I  ","III",67, ,17.5,?,17.6,?,18.1, ," ",187,157,277.08,-39.98,, ,1,6,17.3,1,C,, ,, ,65.24582555555554,-65.04982472222221
529,3241,64.12499999999999,-64.91666666666666,"F084",-51,4,"RI ","I:",54, ,15.0,?,16.2, ,17.7, ,"D",215,168,277.0,-40.48,, ,1,5,17.2,1,C,, ,, ,64.23156388888889,-64.79534472222221
539,3251,65.52499999999999,-63.91666666666666,"F084",-15,59,"I  ","II-III",74, ,17.4, ,17.9, ,18.4, ,"D",179,223,275.49,-40.3,, ,1,6,17.3,1,C,, ,, ,65.6489386111111,-63.80154444444444
519,3231,62.849999999999994,-64.73333333333332,"F084",-75,14,"R  ","II",65, ,16.2,?,17.2, ,18.2, ,"D",239,178,277.07,-41.05,0.057,),1,6,17.3,1,C,, ,, ,62.966853333333326,-64.6064861111111
518,3230,62.74999999999999,-63.816666666666656,"F084",-80,64,"RI ","II",112, ,17.0,?,17.6, ,18.0, ,"D",244,228,275.98,-41.46,, ,2,6,17.3,1,C,, ,, ,62.88822305555555,-63.68943333333333
530,3242,64.175,-63.716666666666654,"F084",-52,70,"I  ","II-III",49, ,15.2, ,16.2, ,17.8, ," ",216,234,275.53,-40.92,, ,0,5,17.2,1,C,, ,, ,64.3091311111111,-63.59562444444443
517,3229,62.62499999999999,-62.849999999999994,"F118",-100,-154,"I  ","I-II",42,?,14.0,?,15.8,?,16.8,:," ",264,10,274.83,-41.9,, ,0,5,16.9,1,C,1,O,, ,62.784388333333325,-62.72227277777777
554,3266,67.62499999999999,-61.58333333333332,"F118",24,-84,"R  ","I-II",91, ,14.0,?,14.8, ,15.3, ,"DS",140,80,272.19,-40.15,0.0594, ,2,3,15.5,1,C,, ,, ,67.79046027777777,-61.47767499999999
575,3287,70.62499999999999,-61.79999999999999,"F118",100,-101,"I  ","III:",74, ,17.5, ,17.8, ,19.0, ," ",64,63,271.96,-38.72,, ,1,6,17.3,2,C,, ,, ,70.77638999999999,-61.707939444444435
560,3272,67.94999999999999,-59.79999999999999,"F118",34,10,"R  ","II-III",65, ,17.4, ,17.6, ,18.6, ,"D",130,174,269.88,-40.5,, ,1,6,17.3,1,C,, ,, ,68.14776388888887,-59.695878333333326
532,3244,64.44999999999999,-60.93333333333332,"F118",-57,-51,"R  ","II-III",34, ,17.1, ,17.5, ,18.0, ," ",221,113,272.01,-41.81,, ,0,6,17.3,1,C,, ,, ,64.63936333333332,-60.8136186111111
549,3261,67.12499999999999,-60.43333333333332,"F118",12,-23,"I  ","III",86, ,17.7, ,18.1, ,18.9, ," ",152,141,270.84,-40.72,, ,2,6,17.3,1,C,, ,, ,67.31403055555555,-60.3254836111111
479,3191,59.07499999999999,-62.966666666666654,"F083",99,106,"RI:","II-III",33, ,15.8, ,16.8, ,17.2, ,"BD",65,270,275.91,-43.32,, ,0,5,17.2,2,O,, ,, ,59.24847277777777,-62.82389055555554
513,3225,62.099999999999994,-59.73333333333333,"F118",-122,13,"RI ","II",37, ,13.5, ,14.7, ,15.6, ,"D",286,177,271.04,-43.31,0.0433, ,0,4,15.9,1,C,1,O,, ,62.31957027777777,-59.60347472222222
498,3210,60.37499999999999,-56.43333333333332,"F156",76,-75,"RI ","I-II",61, ,16.7, ,17.3, ,18.4, ," ",88,89,267.16,-45.33,, ,1,6,17.3,1,O,, ,, ,60.651266111111106,-56.29623916666666
11,2723,1.1499999999999997,-77.41666666666666,"F028",11,-129,"I  ","I-II",43, ,15.5, ,17.5, ,18.6, ," ",153,35,306.13,-39.71,, ,0,6,17.3,1,O,, ,, ,1.7594330555555553,-77.1382586111111
242,2954,28.374999999999996,-71.71666666666665,"F052",36,-92,"I  ","II",121, ,15.1, ,15.8, ,16.1, ," ",128,72,295.96,-44.79,, ,2,4,16.3,1,O,, ,, ,28.616421388888885,-71.47189999999999
309,3021,36.474999999999994,-67.23333333333332,"F053",-55,150,"I  ","II",36, ,15.4, ,16.7, ,17.6, ,"BDQ",219,314,289.41,-47.53,, ,0,5,17.2,1,O,, ,, ,36.722202499999995,-67.00973777777777
323,3035,38.74999999999999,-66.83333333333333,"F082",-112,-100,"I  ","III",40, ,17.8, ,18.1, ,19.2, ," ",276,64,287.99,-47.36,, ,0,6,17.4,2,O,, ,, ,38.98440916666666,-66.616485
306,3018,36.199999999999996,-64.24999999999999,"F081",72,39,"I  ","II-III",38, ,16.8, ,17.5, ,18.2, ,"B",92,203,287.05,-50.09,, ,0,6,17.3,1,O,, ,, ,36.500164722222216,-64.02568805555555
298,3010,35.099999999999994,-63.91666666666666,"F081",48,59,"I  ","II-III",55, ,15.8, ,17.2, ,18.0, ," ",116,223,287.39,-50.63,, ,1,6,17.3,1,O,, ,, ,35.413933888888884,-63.689247222222214
77,2789,7.799999999999999,-69.53333333333332,"F051",-102,24,"RI ","I",48, ,15.4, ,16.7, ,17.8, ,"DQ",266,188,305.32,-47.79,, ,0,5,17.2,2,O,, ,, ,8.336746666666665,-69.25759277777777
63,2775,5.874999999999999,-69.21666666666665,"F050",109,37,"I  ","III",51, ,18.2, ,18.3, ,19.1, ," ",55,201,306.38,-48.02,, ,1,6,17.4,2,O,, ,, ,6.437591944444444,-68.93977638888887
147,2859,15.099999999999998,-67.85,"F051",38,117,"IR ","II",43,?,15.3, ,15.7, ,16.4, ,"BDQ",126,281,301.35,-49.51,, ,0,5,16.6,3,O,, ,, ,15.561035833333332,-67.58141083333332
152,2864,15.724999999999998,-67.19999999999999,"F079",95,-123,"I  ","II",39,?,15.4, ,15.7, ,16.5, ,"DQ",69,41,300.91,-50.14,, ,0,5,16.7,3,O,, ,, ,16.184776666666664,-66.93222944444443
163,2875,16.599999999999998,-65.96666666666665,"F079",119,-59,"I  ","III",37, ,16.1, ,17.5, ,18.4, ," ",45,105,300.17,-51.34,, ,0,6,17.3,2,O,, ,, ,17.060998055555554,-65.70009749999998
187,2899,19.474999999999998,-64.91666666666666,"F080",-62,5,"RI ","II-III",59, ,17.4, ,18.0, ,18.3, ,"BD",226,169,298.02,-52.2,, ,1,6,17.3,1,O,, ,, ,19.91636583333333,-64.6544611111111
23,2735,2.3249999999999997,-68.08333333333333,"F050",44,102,"I  ","III",57, ,16.8, ,17.5, ,18.7, ,"D",120,266,308.62,-48.88,, ,1,6,17.3,1,O,, ,, ,2.9341777777777773,-67.80513194444444
2,2714,0.0,-68.33333333333333,"F050",-2,90,"IR ","II-III",45, ,16.4, ,17.3, ,18.0, ,"D",166,254,309.79,-48.42,, ,0,6,17.3,1,O,, ,, ,0.6368466666666666,-68.05484333333332
